user_id;start_time;end_time;condition;education;job;identification_with_goal;current_pursuit_of_target;readiness_to_change_start;readiness_to_change_end;wai_sr_1;wai_sr_2;wai_sr_3;wai_sr_4;wai_sr_5;wai_sr_6;wai_sr_7;wai_sr_8;wai_sr_9;wai_sr_10;wai_sr_11;wai_sr_12;fa_s1;fa_s2;fa_s3;pu_s1;pu_s2;pu_s3;rw_s1;rw_s2;rw_s3;pm_1;pm_2;pm_3;pm_4;pm_5;pm_6;pm_7;pm_8;pm_9;pm_10;pm_11;cc_1;cc_2;cc_3;cc_4;pe_1;pe_2;pe_3;general_remarks;attention_check
5b0d0f0ebd9c3100015655d9;2023-08-07 15:43:49.654153;2023-08-07 16:02:48.074684;no_system;abgeschlossene Berufsausbildung;Crowdworker;7;4;6;9;manchmal;selten;selten;manchmal;selten;öfters;selten;manchmal;selten;selten;öfters;manchmal;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;manchmal;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;ein wenig;sehr viel;überhaupt nicht;immer;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;nein;Stimme überhaupt nicht zu
5b21646bdf28a7000166f4dc;2023-08-08 16:45:27.915187;2023-08-08 17:06:44.815532;no_system;mittlere Reife;Mediengestalter;0;9;1;1;sehr oft;öfters;öfters;sehr oft;sehr oft;sehr oft;manchmal;sehr oft;öfters;immer;sehr oft;immer;Stimme weder zu noch ab;Stimme voll und ganz zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;immer;manchmal;immer;immer;manchmal;sehr viel;manchmal;manchmal;sehr viel;immer;manchmal;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;;Stimme überhaupt nicht zu
5b327d06adb0f7000125460e;2023-08-09 09:40:00.659577;2023-08-09 10:17:58.049157;framework;Abitur;Erwerbstätig Angestellte;10;9;10;10;immer;manchmal;sehr oft;sehr oft;sehr oft;sehr oft;immer;sehr oft;öfters;sehr oft;sehr oft;immer;Stimme eher nicht zu;Stimme eher zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;immer;manchmal;immer;immer;ein wenig;sehr viel;immer;ein wenig;überhaupt nicht;sehr viel;überhaupt nicht;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;-;Stimme überhaupt nicht zu
5b648251bd56550001bf31fd;2023-08-07 15:55:55.527633;2023-08-07 16:14:21.917132;framework;Abitur;Alltagsbegleiterin;10;5;6;7;selten;selten;selten;selten;selten;immer;selten;immer;selten;selten;immer;selten;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme voll und ganz zu;ein wenig;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;manchmal;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5bbbdca68f3bd70001e713ef;2023-08-10 12:45:51.618428;2023-08-10 13:03:11.503103;no_system;Bachelor-Abschluss;Testkäufer;8;2;5;8;öfters;manchmal;öfters;öfters;sehr oft;sehr oft;sehr oft;sehr oft;manchmal;öfters;sehr oft;öfters;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;manchmal;ein wenig;sehr viel;ein wenig;manchmal;ein wenig;ein wenig;ein wenig;ein wenig;manchmal;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5be454621effe60001cbf290;2023-08-10 09:26:06.877079;2023-08-10 09:39:32.1021;framework;abgeschlossene Berufsausbildung;Informatikerin;6;2;2;1;sehr oft;selten;selten;manchmal;selten;selten;manchmal;sehr oft;selten;manchmal;manchmal;öfters;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;sehr viel;überhaupt nicht;sehr viel;immer;ein wenig;manchmal;sehr viel;ein wenig;überhaupt nicht;manchmal;ein wenig;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5be95af71ca46b0001862746;2023-08-08 12:05:16.266405;2023-08-08 12:23:53.185903;framework;Master-Abschluss;veranstaltungsmanager;8;8;6;8;öfters;sehr oft;öfters;sehr oft;manchmal;sehr oft;öfters;öfters;selten;sehr oft;sehr oft;sehr oft;Stimme weder zu noch ab;Stimme eher zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;manchmal;ein wenig;manchmal;ein wenig;überhaupt nicht;sehr viel;sehr viel;überhaupt nicht;ein wenig;sehr viel;ein wenig;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5c0f8d00367ee9000125404a;2023-08-16 13:30:39.984976;2023-08-16 13:57:05.954296;no_system;Bachelor-Abschluss;Student;8;8;8;9;öfters;sehr oft;öfters;öfters;sehr oft;sehr oft;sehr oft;sehr oft;manchmal;sehr oft;sehr oft;sehr oft;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;sehr viel;ein wenig;sehr viel;sehr viel;sehr viel;sehr viel;sehr viel;sehr viel;sehr viel;sehr viel;sehr viel;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5c86500391d8a80017a93acb;2023-08-09 08:44:43.830213;2023-08-09 09:11:28.829161;framework;Master-Abschluss;;4;3;7;7;manchmal;manchmal;selten;manchmal;selten;manchmal;selten;manchmal;manchmal;manchmal;manchmal;manchmal;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher zu;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;;Stimme weder zu noch ab
5c8ab4225b8132001749d125;2023-08-07 16:42:04.158068;2023-08-07 17:00:30.136278;no_system;Bachelor-Abschluss;Freiberuflerin;10;8;7;8;manchmal;selten;manchmal;manchmal;manchmal;manchmal;manchmal;selten;manchmal;selten;manchmal;immer;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;;Stimme überhaupt nicht zu
5c9295ebec114b0015418738;2023-08-16 13:10:31.188799;2023-08-16 13:21:04.65709;framework;abgeschlossene Berufsausbildung;IT-Systemadministrator;7;3;5;5;selten;selten;selten;selten;selten;selten;selten;manchmal;öfters;selten;selten;selten;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;;Stimme überhaupt nicht zu
5c9fd46cfd19090012b4ac8b;2023-08-07 16:39:19.611781;2023-08-07 17:00:38.331821;framework;Master-Abschluss;Doktorand;8;7;7;8;manchmal;manchmal;selten;selten;manchmal;manchmal;manchmal;selten;selten;selten;selten;selten;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;manchmal;ein wenig;ein wenig;sehr viel;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;Stimme eher zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5ca5d69682ff890012be8b11;2023-08-16 14:36:01.700184;2023-08-16 14:49:41.982373;framework;Bachelor-Abschluss;Dualer Student Master;8;8;7;8;manchmal;manchmal;manchmal;öfters;öfters;manchmal;manchmal;öfters;manchmal;sehr oft;sehr oft;sehr oft;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;manchmal;ein wenig;ein wenig;manchmal;manchmal;ein wenig;ein wenig;ein wenig;ein wenig;ein wenig;ein wenig;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5cf6a27fad94a70001a80ea6;2023-08-09 13:00:03.155015;2023-08-09 13:25:00.399473;no_system;Bachelor-Abschluss;Programmierer;10;10;5;6;manchmal;manchmal;selten;selten;selten;selten;selten;selten;selten;selten;selten;selten;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme voll und ganz zu;manchmal;überhaupt nicht;manchmal;manchmal;ein wenig;ein wenig;ein wenig;ein wenig;ein wenig;ein wenig;überhaupt nicht;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Keine;Stimme überhaupt nicht zu
5d0a33b56dd417001ae19535;2023-08-08 13:34:32.281635;2023-08-08 13:56:44.539561;framework;abgeschlossene Berufsausbildung;Fachinformatiker für Systemintegration;9;7;7;7;manchmal;manchmal;selten;selten;selten;selten;selten;selten;selten;sehr oft;sehr oft;öfters;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme voll und ganz zu;sehr viel;manchmal;manchmal;sehr viel;ein wenig;manchmal;überhaupt nicht;überhaupt nicht;ein wenig;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5d0f89123382180001624f48;2023-08-07 17:31:56.457819;2023-08-07 17:54:18.212172;no_system;Master-Abschluss;Angestellte;7;6;4;5;selten;selten;selten;selten;selten;selten;selten;öfters;selten;selten;öfters;öfters;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;ein wenig;ein wenig;manchmal;überhaupt nicht;manchmal;sehr viel;ein wenig;ein wenig;ein wenig;manchmal;überhaupt nicht;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5d14bd7a49a18f0001e1e8b4;2023-08-14 15:43:16.661234;2023-08-14 15:59:20.516072;framework;abgeschlossene Berufsausbildung;Softwareentwickler;7;3;5;5;manchmal;öfters;selten;selten;selten;selten;selten;öfters;selten;manchmal;manchmal;manchmal;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;ein wenig;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;ein wenig;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme weder zu noch ab;;Stimme voll und ganz zu
5d43c606773d8b00016eaa8a;2023-08-07 16:16:53.701255;2023-08-07 16:44:25.377159;framework;Master-Abschluss;Sozialarbeiterin in Teilzeit;9;8;7;8;sehr oft;sehr oft;öfters;sehr oft;öfters;sehr oft;sehr oft;sehr oft;öfters;sehr oft;sehr oft;sehr oft;Stimme weder zu noch ab;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;sehr viel;manchmal;sehr viel;manchmal;ein wenig;sehr viel;manchmal;manchmal;ein wenig;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5d6c50a41609c7000185eacd;2023-08-11 09:19:45.303293;2023-08-11 09:45:03.357169;framework;Bachelor-Abschluss;IT Engineer;10;8;8;8;selten;selten;manchmal;manchmal;manchmal;öfters;öfters;öfters;manchmal;selten;selten;selten;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher zu;manchmal;manchmal;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
5dbc177f0e1ec31c8af5492e;2023-08-08 14:29:15.525365;2023-08-08 14:49:22.273122;framework;Abitur;Student:in;10;6;6;8;selten;selten;selten;selten;selten;selten;selten;selten;selten;selten;selten;öfters;Stimme eher nicht zu;Stimme eher zu;Stimme voll und ganz zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;manchmal;manchmal;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme voll und ganz zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5dc12924d362410a4ad6d8dd;2023-08-10 09:24:06.663541;2023-08-10 11:07:37.530017;no_system;Abitur;Rentner;10;0;0;0;selten;selten;manchmal;selten;manchmal;öfters;selten;manchmal;selten;immer;sehr oft;selten;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme voll und ganz zu;sehr viel;ein wenig;ein wenig;manchmal;sehr viel;immer;manchmal;ein wenig;ein wenig;ein wenig;ein wenig;Stimme eher zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Ich hatte während der Umfrage eine längere Pause aufgrund eines Anrufs.;Stimme überhaupt nicht zu
5dea808cce8d8d19f5424b21;2023-08-16 13:16:06.085503;2023-08-16 13:29:57.112322;no_system;Bachelor-Abschluss;Angestellter;8;7;5;7;sehr oft;öfters;öfters;manchmal;sehr oft;manchmal;manchmal;manchmal;sehr oft;öfters;öfters;öfters;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;sehr viel;sehr viel;manchmal;sehr viel;manchmal;manchmal;sehr viel;manchmal;ein wenig;manchmal;ein wenig;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
