,user_id,start_time,end_time,condition,education,job,identification_with_goal,current_pursuit_of_target,readiness_to_change_start,readiness_to_change_end,wai_sr_1,wai_sr_2,wai_sr_3,wai_sr_4,wai_sr_5,wai_sr_6,wai_sr_7,wai_sr_8,wai_sr_9,wai_sr_10,wai_sr_11,wai_sr_12,fa_s1,fa_s2,fa_s3,pu_s1,pu_s2,pu_s3,rw_s1,rw_s2,rw_s3,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,cc_1,cc_2,cc_3,cc_4,pe_1,pe_2,pe_3,attention_check,Submission id,Time taken,Total approvals,Age,Sex,Therapeutic Alliance,User Engagement,Perception of MI,Perception MI Inadherent,Perceived Empathy,Communication Competence,Readiness to Change (Delta),stage,target_behaviour,Cooperative,Reflective,Pre-informed/finds own solution,Next Step developed in chat,Chat Succesfull,Contained technical issue,Own Perspective,Summary Succesfull,harmful,gut/hilfreich,schlecht/unpassend,change,Follow/Neutral,sustain,Reason,Commitment,Taking Steps,desire,General Reason,ability,need,Rd+,FN,R_+,C+,Ra+,R_-,TS-,TS+,Rd-,Ra-,Rn+,Rn-,C-
10,5b0d0f0ebd9c3100015655d9,2023-08-07 15:43:49.654153,2023-08-07 16:02:48.074684,no_system,abgeschlossene Berufsausbildung,Crowdworker,7.0,4.0,6.0,9.0,2,1,1,2,1,3,1,2,1,1,3,2,1,2,2,3,5,4,2,2,4,3,5,1,2.0,5,2,4,1,1,1,1,4,4,4,3,2,2,3,Stimme überhaupt nicht zu,64d0f4445d3b281a56b5c587,19.7,1383,53,Male,1.6666666666666667,2.7777777777777777,26.0,4,2.3333333333333335,3.75,3.0,contemplation,weniger prokrastinieren,0,0,0,1,0,0,0,0,6.0,4.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11,5b21646bdf28a7000166f4dc,2023-08-08 16:45:27.915187,2023-08-08 17:06:44.815532,no_system,mittlere Reife,Mediengestalter,0.0,9.0,1.0,1.0,4,3,3,4,4,4,2,4,3,5,4,5,3,5,4,5,5,5,5,5,5,5,3,5,5.0,3,4,3,3,2,5,3,5,5,5,5,4,5,5,Stimme überhaupt nicht zu,64d25494fe126612fabaff1b,22.5,1221,32,Male,3.75,4.666666666666667,41.0,7,4.666666666666667,5.0,0.0,precontemplation,gesünder essen,1,1,1,1,1,0,0,0,2.0,7.0,0.0,7.0,2.0,0.0,7.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5b327d06adb0f7000125460e,2023-08-09 09:40:00.659577,2023-08-09 10:17:58.049157,framework,Abitur,Erwerbstätig Angestellte,10.0,9.0,10.0,10.0,5,2,4,4,4,4,5,4,3,4,4,5,2,4,5,3,4,4,4,4,5,5,3,5,5.0,4,4,5,2,5,4,1,5,4,4,5,5,5,4,Stimme überhaupt nicht zu,64d342b6101a431a026efb92,38.43333333333333,163,29,Female,4.0,3.888888888888889,43.0,3,4.666666666666667,4.5,0.0,maintenance,weniger prokrastinieren,1,1,1,0,1,0,0,0,0.0,6.0,2.0,4.0,4.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,5b648251bd56550001bf31fd,2023-08-07 15:55:55.527633,2023-08-07 16:14:21.917132,framework,Abitur,Alltagsbegleiterin,10.0,5.0,6.0,7.0,1,1,1,1,1,5,1,5,1,1,5,1,1,5,5,5,5,5,2,2,5,2,5,2,2.0,5,1,3,1,4,1,1,5,3,3,3,4,4,4,Stimme überhaupt nicht zu,64d0f7a71a75a315e5560c45,19.666666666666668,1730,51,Female,2.0,3.888888888888889,27.0,1,4.0,3.5,1.0,contemplation,gesünder essen,1,1,0,0,0,0,0,0,0.0,6.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14,5bbbdca68f3bd70001e713ef,2023-08-10 12:45:51.618428,2023-08-10 13:03:11.503103,no_system,Bachelor-Abschluss,Testkäufer,8.0,2.0,5.0,8.0,3,2,3,3,4,4,4,4,2,3,4,3,2,4,2,4,4,4,4,4,4,3,4,4,2.0,3,2,2,2,4,3,1,4,4,4,4,4,4,4,Stimme überhaupt nicht zu,64d4bfc24231c1b762a8880c,17.85,1374,35,Male,3.25,3.5555555555555554,30.0,4,4.0,4.0,3.0,contemplation,gesünder essen,1,1,1,1,1,0,0,0,3.0,7.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5be454621effe60001cbf290,2023-08-10 09:26:06.877079,2023-08-10 09:39:32.1021,framework,abgeschlossene Berufsausbildung,Informatikerin,6.0,2.0,2.0,1.0,4,1,1,2,1,1,2,4,1,2,2,3,1,1,2,2,4,2,2,1,4,4,5,4,5.0,4,3,4,2,5,3,2,4,4,2,4,4,4,4,Stimme überhaupt nicht zu,64d490e92d176f3efe256ebc,13.95,463,26,Male,2.0,2.111111111111111,41.0,1,4.0,3.5,-1.0,precontemplation,weniger prokrastinieren,1,0,0.5,0,0,0,0,0,1.0,5.0,2.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16,5be95af71ca46b0001862746,2023-08-08 12:05:16.266405,2023-08-08 12:23:53.185903,framework,Master-Abschluss,veranstaltungsmanager,8.0,8.0,6.0,8.0,3,4,3,4,2,4,3,3,1,4,4,4,3,4,5,5,5,5,4,4,5,3,4,3,2.0,5,4,4,1,4,4,2,5,4,4,5,3,4,4,Stimme überhaupt nicht zu,64d2133844562967e33569ab,19.616666666666667,1563,48,Male,3.25,4.444444444444445,36.0,2,3.6666666666666665,4.5,2.0,contemplation,gesünder essen,1,0,0,1,1,0,Unsure,0,3.0,7.0,0.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
17,5c0f8d00367ee9000125404a,2023-08-16 13:30:39.984976,2023-08-16 13:57:05.954296,no_system,Bachelor-Abschluss,Student,8.0,8.0,8.0,9.0,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4.0,2,4,4,4,2,4,4,4,4,4,4,4,4,4,Stimme überhaupt nicht zu,64dcb28b890d247039b42512,30.116666666666667,1251,32,Male,3.5833333333333335,4.222222222222222,40.0,7,4.0,4.0,1.0,preparation,weniger prokrastinieren,0,0.5,0,1,0,0,0,0,3.0,7.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18,5c8ab4225b8132001749d125,2023-08-07 16:42:04.158068,2023-08-07 17:00:30.136278,no_system,Bachelor-Abschluss,Freiberuflerin,10.0,8.0,7.0,8.0,2,1,2,2,2,2,2,1,2,1,2,5,1,2,2,3,5,4,2,2,4,2,5,1,1.0,5,1,1,1,4,1,1,4,4,3,3,2,2,2,Stimme überhaupt nicht zu,64d1024689d448e7e4edeb7d,20.516666666666666,1897,38,Female,2.0,2.7777777777777777,23.0,1,2.0,3.5,1.0,preparation,weniger prokrastinieren,1,0.5,1,0,0,0,0,0,5.0,6.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
19,5c9295ebec114b0015418738,2023-08-16 13:10:31.188799,2023-08-16 13:21:04.65709,framework,abgeschlossene Berufsausbildung,IT-Systemadministrator,7.0,3.0,5.0,5.0,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,3,2,1,1,4,1,5,2,1.0,5,1,1,2,5,1,1,4,4,2,2,1,2,2,Stimme überhaupt nicht zu,64dcae9197ca525eb8c86d01,10.983333333333333,502,25,Male,1.25,1.8888888888888888,25.0,0,1.6666666666666667,3.0,0.0,contemplation,nachhaltiger leben,0,0,0,0,0,0,0,No,1.0,4.0,3.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,5c9fd46cfd19090012b4ac8b,2023-08-07 16:39:19.611781,2023-08-07 17:00:38.331821,framework,Master-Abschluss,Doktorand,8.0,7.0,7.0,8.0,2,2,1,1,2,2,2,1,1,1,1,1,2,2,3,2,2,2,4,2,4,3,4,2,4.0,4,2,1,1,5,2,1,4,3,2,2,1,1,1,Stimme überhaupt nicht zu,64d1015869ca56bfc1e0d6ba,22.433333333333334,535,30,Female,1.4166666666666667,2.5555555555555554,29.0,2,1.0,2.75,1.0,preparation,gesünder essen,1,1,1,0,1,0,0,0,2.0,5.0,2.0,5.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
21,5ca5d69682ff890012be8b11,2023-08-16 14:36:01.700184,2023-08-16 14:49:41.982373,framework,Bachelor-Abschluss,Dualer Student Master,8.0,8.0,7.0,8.0,2,2,2,3,3,2,2,3,2,4,4,4,2,3,3,4,4,4,3,3,4,3,4,2,3.0,3,2,2,2,4,2,2,4,4,4,4,3,3,3,Stimme überhaupt nicht zu,64dcc24d2cd2a7dc72c86d39,14.133333333333333,653,30,Male,2.75,3.3333333333333335,29.0,4,3.0,4.0,1.0,preparation,weniger prokrastinieren,0.5,0.5,0,1,0,0,0,No,0.0,7.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,5cf6a27fad94a70001a80ea6,2023-08-09 13:00:03.155015,2023-08-09 13:25:00.399473,no_system,Bachelor-Abschluss,Programmierer,10.0,10.0,5.0,6.0,2,2,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,2,3,5,3,5,3,3.0,4,2,2,2,4,2,1,3,3,2,3,1,1,1,Stimme überhaupt nicht zu,64d370e6020be86b1c6e6cfa,28.7,1295,35,Male,1.1666666666666667,4.222222222222222,31.0,2,1.0,2.75,1.0,contemplation,weniger prokrastinieren,1,1,0,1,0,0,0,0,2.0,7.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
23,5d0a33b56dd417001ae19535,2023-08-08 13:34:32.281635,2023-08-08 13:56:44.539561,framework,abgeschlossene Berufsausbildung,Fachinformatiker für Systemintegration,9.0,7.0,7.0,7.0,2,2,1,1,1,1,1,1,1,4,4,3,1,4,4,4,5,5,3,3,5,4,3,3,4.0,4,3,1,1,4,4,1,4,4,3,3,1,1,1,Stimme überhaupt nicht zu,64d2267ac022ff5cac588642,23.566666666666666,995,26,Male,1.8333333333333333,3.7777777777777777,32.0,4,1.0,3.5,0.0,preparation,gesünder essen,1,1,1,0,0,0,0,No,0.0,5.0,2.0,4.0,2.0,3.0,5.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5d0f89123382180001624f48,2023-08-07 17:31:56.457819,2023-08-07 17:54:18.212172,no_system,Master-Abschluss,Angestellte,7.0,6.0,4.0,5.0,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,2,1,4,2,4,3,1.0,3,4,2,2,4,3,1,2,3,2,4,1,1,1,Stimme überhaupt nicht zu,64d10c80d5dc77b59135bab5,29.5,1840,30,Female,1.5,1.4444444444444444,29.0,4,1.0,2.75,1.0,contemplation,weniger prokrastinieren,0,0,0,1,0,0,0,0,6.0,6.0,1.0,3.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,5d43c606773d8b00016eaa8a,2023-08-07 16:16:53.701255,2023-08-07 16:44:25.377159,framework,Master-Abschluss,Sozialarbeiterin in Teilzeit,9.0,8.0,7.0,8.0,4,4,3,4,3,4,4,4,3,4,4,4,3,5,5,5,5,5,5,5,5,4,3,4,3.0,4,4,3,3,4,4,1,4,4,4,5,4,4,3,Stimme überhaupt nicht zu,64d0fcab9f04a54a8b373a07,28.25,1453,51,Female,3.75,4.777777777777778,37.0,4,3.6666666666666665,4.25,1.0,preparation,weniger prokrastinieren,1,1,0,0,1,0,0,No,0.0,6.0,1.0,3.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,5d6c50a41609c7000185eacd,2023-08-11 09:19:45.303293,2023-08-11 09:45:03.357169,framework,Bachelor-Abschluss,IT Engineer,10.0,8.0,8.0,8.0,1,1,2,2,2,3,3,3,2,1,1,1,4,4,4,2,2,2,1,2,4,3,3,1,1.0,5,1,1,1,5,1,1,3,2,4,4,4,4,4,Stimme überhaupt nicht zu,64d5d7dc38ef16aee1e7194f,59.983333333333334,426,34,Male,1.8333333333333333,2.7777777777777777,23.0,2,4.0,3.25,0.0,preparation,nachhaltiger leben,0,1,0,0,0,0,0,No,0.0,4.0,3.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
27,5dbc177f0e1ec31c8af5492e,2023-08-08 14:29:15.525365,2023-08-08 14:49:22.273122,framework,Abitur,Student:in,10.0,6.0,6.0,8.0,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,2,5,5,1,1,5,3,3,1,1.0,5,2,1,2,5,1,1,4,5,2,2,1,1,1,Stimme überhaupt nicht zu,64d234ceea80170192eec81b,21.55,235,25,Female,1.1666666666666667,3.3333333333333335,25.0,2,1.0,3.25,2.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,No,0.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28,5dc12924d362410a4ad6d8dd,2023-08-10 09:24:06.663541,2023-08-10 11:07:37.530017,no_system,Abitur,Rentner,10.0,0.0,0.0,0.0,1,1,2,1,2,3,1,2,1,5,4,1,2,2,2,3,4,4,3,2,5,4,4,2,3.0,2,5,3,2,4,2,2,4,3,2,3,5,1,1,Stimme überhaupt nicht zu,64d4905a74ab6f068d01d579,104.68333333333334,424,34,Male,2.0,3.0,33.0,5,2.3333333333333335,3.0,0.0,precontemplation,weniger prokrastinieren,1,1,1,1,1,0,0,0,4.0,5.0,2.0,5.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
29,5dea808cce8d8d19f5424b21,2023-08-16 13:16:06.085503,2023-08-16 13:29:57.112322,no_system,Bachelor-Abschluss,Angestellter,8.0,7.0,5.0,7.0,4,3,3,2,4,2,2,2,4,3,3,3,2,3,5,5,3,3,2,3,2,4,2,3,4.0,3,3,4,3,4,3,2,4,4,4,4,4,4,4,Stimme überhaupt nicht zu,64dcafe0c540a0eb551250ca,14.383333333333333,1398,34,Male,2.9166666666666665,3.111111111111111,35.0,6,4.0,4.0,2.0,contemplation,weniger prokrastinieren,0.5,1,1,1,1,0,0,0,1.0,7.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30,5df297f57f08ed1a6b6c5a0c,2023-08-09 12:31:37.422491,2023-08-09 12:44:02.340191,framework,Abitur,Student,6.0,4.0,5.0,6.0,4,4,1,4,1,4,1,4,1,4,4,4,1,4,4,5,5,5,4,4,4,4,5,4,2.0,3,4,4,4,4,4,1,4,4,4,4,2,2,2,Stimme überhaupt nicht zu,64d36ad5a921359fffec0e7a,13.266666666666667,843,23,Female,3.0,4.0,39.0,3,2.0,4.0,1.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,0,1.0,5.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,,,,,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,5e474779c397b42123861f65,2023-08-09 09:14:06.403444,2023-08-09 09:36:39.265032,framework,Master-Abschluss,Arbeiten im Finanzbereich,9.0,4.0,7.0,6.0,1,1,2,2,2,1,2,2,3,1,4,2,1,2,3,3,4,3,2,2,3,4,3,3,2.0,4,4,2,2,4,2,1,4,2,2,2,2,2,1,Stimme überhaupt nicht zu,64d33ca41f883c5ae2ee7f2e,23.133333333333333,754,31,Male,1.9166666666666667,2.5555555555555554,31.0,4,1.6666666666666667,2.5,-1.0,preparation,weniger prokrastinieren,0,0.5,0,0,0,0,0,0,0.0,3.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5e5832478c2b6f03f9acd234,2023-08-07 17:30:34.588981,2023-08-07 17:52:56.200197,framework,Abitur,Werkstattleiter,10.0,3.0,4.0,4.0,2,1,1,2,1,3,1,2,1,3,3,3,1,1,1,2,4,1,3,2,1,4,2,4,2.0,5,1,1,2,4,3,1,3,3,1,3,1,1,1,Stimme überhaupt nicht zu,64d10cd08c24e1ae7749e824,28.1,751,52,Male,1.9166666666666667,1.7777777777777777,29.0,4,1.0,2.5,0.0,contemplation,weniger prokrastinieren,0,0,0,1,0,0,0,0,0.0,5.0,2.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
